Username,followers_old,size_old,found,UserID,is_private,mediacount,followers_new,followees,external_url,is_business_account,business_category_name,biography,full_name,is_verified,profile_pic_url,size_new
jew_booo,45354,mikro,TRUE,14455943,FALSE,1298,45109,1150,None,TRUE,None,"-Los Angeles, California\n-Kind is beautiful 👩‍❤️‍👩💞",Jewels Rios,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/278288003_497260715458367_5552656751513703027_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=lzC5dDxJW9AAX8flC-C&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfA3ZpK9VEcoJzVptV1SDZUzqRiKcf5XkX6chZbcPehrsw&oe=64150EB8&_nc_sid=5e3072,mikro
marinaandthesummerday,45027,mikro,TRUE,30975724,FALSE,470,47348,1427,None,FALSE,None,"Hair stylist ✧ MUA\nVintage ✧ Antique lover\n""What matters most is how well you walk through the fire.""",𝓜𝓪𝓻𝓲𝓷𝓪 𝓓𝓲𝓪𝓴𝓪𝓽𝓸𝓼🥀,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/241314542_582486676429590_927050664786234259_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=0ljxHrImSKYAX_eUWPr&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDolIIt_g60ercJDJzyPDn69Qdx8cQ_Q9GTR4dTGjz8Vg&oe=64156DDF&_nc_sid=5e3072,mikro
sassyleesh,43360,mikro,TRUE,8586235,FALSE,266,43186,837,https://direct.me/sassyleesh,FALSE,None,Momma Bear 🧸🤍\n@filmwithleesh\n#TOTGA S1 @primevideo,Alicia Nelms 🍄,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/307807394_188801656948613_348874769774513866_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=SYobimNGcAIAX9ZCs2S&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfBuRWx5rLxffRvyNKuiKr3NUL3G6SQLyZkCsJAGcFwYjw&oe=641535DC&_nc_sid=5e3072,mikro
caroline.anythingbutbasic,43495,mikro,TRUE,1589899284,FALSE,945,43398,959,http://www.styleseat.com/carolineguiney,FALSE,None,⭐️ ᴄᴀʀᴏʟɪɴᴇ ɢᴜɪɴᴇʏ ⭐️\n• ʟᴀ\n• ᴄᴇᴏ ᴏꜰ: @generationblonde\n• ᴄᴏʟᴏʀ & ʙʟᴏɴᴅᴇ ꜱᴘᴇᴄɪᴀʟɪꜱᴛ\n• #ittakesaproteam,Caroline Guiney,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/299413189_873652063608379_7152420164631962295_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=UuckssAWbG4AX_UhSjE&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCx3ifOxkf5Up0nOO4OVBJ7MqMHoA1fkLAg9TZMolGvhg&oe=6415B0B9&_nc_sid=5e3072,mikro
theniksters,43406,mikro,TRUE,16836674,FALSE,1110,43292,7325,https://chillabs.as.me/,TRUE,None,Lived in balayage & Blonding specialist! \nAccepting new clients!\n@theartofextensions Stylist \n@vive.church✝️,Bay Area•Hair coloring•SJ•LA,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/333416167_537076911863096_3105493137795260042_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Wb2rWixZxVoAX_Yn6ji&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfA8EmpeJIHfprWTdEj-tX5lTCTAZE0KuifMhjvOOb5NgA&oe=64158E6D&_nc_sid=5e3072,mikro
hairbypen,42168,mikro,TRUE,1257201922,FALSE,1473,42554,783,https://www.amazon.com/shop/hairbypen?ref=inf_own_hairbypen,FALSE,None,Hairstylist | Influencer | ✉️Bookings by Email only: contacthairbypen@gmail.com | 📍5Towns | Simchas Mayer,Penina Sebbag-Kunstler,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/280745813_183720300649747_4183180450756239359_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=bxyPgVZMMTAAX9tJvQC&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfBRKISkCAiHu2WDYVBzOkslsmwZLYHTrIMjgbe62MHIxQ&oe=6415BF9B&_nc_sid=5e3072,mikro
ally.warren,33459,mikro,TRUE,3728810,FALSE,905,33503,402,https://msha.ke/allypaige,FALSE,None,Fashion Design | Orange County\nally@randomland.com,Ally Warren,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/309109279_823952308698279_2161942184768030934_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=3k8z79FSAc4AX8B2u0m&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfAdkmwH2-IVuzeNrnweIufhO10urXY0dInCx4eqzne4Lg&oe=641696BF&_nc_sid=5e3072,mikro
colorbyally,33988,mikro,TRUE,16205613,FALSE,703,34016,3489,https://linktr.ee/stylelounge,FALSE,None,"| stylist, educator, owner of @styleloungesd |\n| seamless hand tied wefts @styleluxextensions |\n| extension + color specialist | san diego |",Allison Cohen,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/225572634_238525251426458_3566729797483399447_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=xYyJnA30dRQAX_lNbIi&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCyw41LCgXYs99Y2S6lchOjNQG8qPiF4j2omB2S6AJ8CQ&oe=64169B36&_nc_sid=5e3072,mikro
lasusie,33118,mikro,TRUE,16238056,FALSE,6597,33321,2977,http://patreon.com/straightupsisters,FALSE,None,Life from my POV✨\nHost🎙️ @straightupsistersthepodcast \nOwner✂️ @hairbylasusie \nCo- founder 💞 @fieldstheluv\nBlog @lasusiesays + @lasusiesfavoritethings,LaSusie,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/327116300_1152748712103793_6914424724153487513_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=Vd88vy3Ehv8AX-bgTHb&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCmPw1GO61hf_hP5gLzHVe-Kk8R5__tH2NUglAu6Go9rw&oe=64153664&_nc_sid=5e3072,mikro
justfish90,32502,mikro,TRUE,428514581,FALSE,37,32234,507,None,FALSE,None,NA,Justin,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/244674822_1306860109734789_2822546747210825758_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=LPR-yBqkO6YAX_i_B0Z&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfAy8hM9FKDymM3byHwsyQv6yaCt6AtYhmMboY0VS-IggA&oe=6414E291&_nc_sid=5e3072,mikro
ericakeelen_hair_love,32474,mikro,TRUE,24250049,FALSE,1949,32410,7254,https://www.studiosagehair.com/,FALSE,None,@studiosagehair  NAHA moments winner 2020 @lorealpro Style & Color Trophy #3 in world 2021 \nDimensional color🔅Haircuts🔅 extensions online booking  👇🏼,Best Salon Florida,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/95097354_231722351431931_1516315062569009152_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=RixPang-0aQAX_8ACcM&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfALTl4ALIayM2XBT1KIRXC5BkHbJL5aqVilvUFTuCtO1Q&oe=6414E213&_nc_sid=5e3072,mikro
heatheryacendahair,32236,mikro,TRUE,5618905,FALSE,1632,32215,1008,https://linktr.ee/HeatherBurnside,TRUE,None,"Owner of Studio H Salon \nHair artist, NBR Specialist, and Mom to Davis & Champagne \nBased in Wichita, KS\nFor NBR info, click link in website!",Heather Burnside,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/158408206_1156334391491185_2598052875201571657_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=rbITmFbtOp0AX88gh-_&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfBu0ej53naT4fPxDzQxlHX9ry0DWFiCup1rmFG2CB2HIQ&oe=6414E85A&_nc_sid=5e3072,mikro
donnacowan,31050,mikro,TRUE,187809396,TRUE,4409,30872,1838,None,FALSE,None,"Used to exercise and that, but had a daughter and now this is her content👀🌸",Donna Alexander,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/72335443_347214202762158_2522191631583543296_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=JglDuC3ZR6kAX--Frl6&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDLgiZOd9eHS07uY_7XNiycQHRTRANs73lUBSMFSxyizw&oe=64168C4C&_nc_sid=5e3072,mikro
lizyjung,31004,mikro,TRUE,41631921,FALSE,1424,31027,7113,https://linktr.ee/Lizyjung,FALSE,None,"LA native Colorist\n@virtuelabs ambassador\nSalon Benjamin \n148 N. Wetherly Dr, \nWest Hollywood 90048",Liz Jung • LA Hair Colorist,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/280381384_1528665284196208_6273069126520662346_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=Lzgs6zCNeGoAX-dpfUD&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfAizr_kkIQu8KwQOSo6FiKZgfiC-CHHPGalnck4dyrfwg&oe=64154867&_nc_sid=5e3072,mikro
1alperennak,28461,mikro,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
colorwithgrace,30511,mikro,TRUE,2534383445,FALSE,1519,30444,1607,None,TRUE,None,Blonde Specialist⁣\n• Brand Specialist @trussprofessional⁣\n• BTC team @behindthechair_com⁣\nACCEPTING NEW CLIENTS for 2023 *Text only NO dms,Grace Joo,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/115911948_304733387393318_8892455740924512983_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=DIix1uXwCWQAX-kQ4ln&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDW0bjhJBoyQJ-av5p-mIQejSt1yDcjNGfXMDc844zO3A&oe=641552EF&_nc_sid=5e3072,mikro
t_smooth23,29121,mikro,TRUE,42382259,FALSE,31,29090,3534,None,TRUE,None,@seahawks OLB \nBusiness Inquiries: TyrekesmithNIL@hotmail.com\n🐶 @turbo.swervoo,Tyreke Smith,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/92245046_221305955887215_4971280733650812928_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=3p98u2FfkYQAX_xFvdm&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfApPn7VSuo6GiY25I7JT61OYRxH_A5z4w_o6leMri0DsA&oe=6415A122&_nc_sid=5e3072,mikro
cozmic.color,28977,mikro,TRUE,1493585797,FALSE,2009,29018,6602,https://linktr.ee/cozmiccolor,FALSE,None,🅐🅡🅣🅘🅢🅣 \nᴄᴏʟᴏʀ ᴀɴᴅ ᴇxᴛᴇɴsɪᴏɴs sᴘᴇᴄɪᴀʟɪsᴛ \n@duomopro Educator\n@brazilianbondbuilder Artist\nᴀᴄᴄᴇᴘᴛɪɴɢ ɴᴇᴡ ᴄʟɪᴇɴᴛꜱ,ʙʀɪᴛᴛᴀɴʏ ʜᴏʟʟᴀɴᴅ ʜᴀɪʀ & ᴇᴅᴜ,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/298266643_445304094186459_1738442321829626589_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=sufpixqp1X4AX-Ou698&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfA8yiNiV6strNrFSElqZO3znI_S_n5EBKFBg8Rl1HzVyg&oe=64161BE3&_nc_sid=5e3072,mikro
madeofegyptiangold,28764,mikro,TRUE,1159327565,FALSE,2586,28664,4698,https://linktr.ee/madeofegyptiangold,TRUE,None,Hair✨Beauty ✨Fitness\nHi I’m Nubia🌙  \nMexicana 🇲🇽 Beautypreneur & Lead Stylist at @pinkmango.tx \nColor & Extension Artist\n.\nSalon ☎️ 4696475111,Dallas Hand-Tied Extensions,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/334650189_903123230889783_4514643927020150177_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=k8cbCdrC9msAX_xIq5P&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfD0R6om74UErBt10iEvbJnlXZLXPLezNyt3aBSmTtBFDA&oe=641594DE&_nc_sid=5e3072,mikro
staceylouisemills,28698,mikro,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
thehairstylish,27831,mikro,TRUE,414675864,FALSE,1697,28074,1913,https://shop.saloninteractive.com/store/thehairstylish,FALSE,None,💗 Blonding • Rainbows \n✂️ Co-Owner of @velvethair_studio \n🌈 Stay tuned for 2023 Education Schedule!\n🦄 @UNICORNALLIANC3\n🤩 OneShot Vibrant Top 5 2019,Lish Mac 💥 West Chester PA,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/290978817_605290274170884_4961460092102847254_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=MNjzzQUXtDUAX_eTjU_&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCDb0P9mlFe98d1Eo8JpUe28aqjF7abTRMxzO5POPSaVw&oe=64166BFA&_nc_sid=5e3072,mikro
tyfry.3,27786,mikro,TRUE,241348654,FALSE,23,27583,1157,None,FALSE,None,MS | 601,Tyrese FryFogle,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/301409945_156522663647139_1108688476285297725_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=kFKAACn9z6EAX9upBan&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCKQV9TYjMVidaZDaxZTe6qS3umFmt57xLt3rmAcusrmw&oe=6415CF13&_nc_sid=5e3072,mikro
sweetmelissagrace,27723,mikro,TRUE,50448256,FALSE,1438,27663,3754,http://www.chromaloft.com/,FALSE,None,🌴@chromaloft owner                               \n☀️ BTC Team ☀️\n#hairpainting #blonding #habithandtiedextensions,Florida Blonde & Balayage,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/269605479_466933608402135_351803489846582090_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=vvlwHwLwNyEAX_EGFj2&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDWu3GizIG8u2IotBU_Xl1Y1zqHKFuJhMEk180fz7AhkA&oe=641548E5&_nc_sid=5e3072,mikro
malikc_3,27504,mikro,TRUE,1472552203,FALSE,40,27903,1332,http://malikcunn.com/,FALSE,None,NA,Malik Cunningham,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/285364318_735054907688971_4202718807837954737_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=tBn5vxOLKQcAX_paBHT&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfAaTxMH19YZZRVU6zYoOrog4bWvk7NEMinY7JuphTPZFQ&oe=64166DB8&_nc_sid=035b3a,mikro
johnnny_yamms3,27061,mikro,TRUE,2354113870,FALSE,51,26699,728,https://opndr.se/johnny-johnson-lll,TRUE,Creators & Celebrities,Business Inquires: Johnny.ajohnsonjj3@gmail.com,JOHNNY JOHNSON III,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/306384874_1151040925830711_2184158825765905770_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=103&_nc_ohc=WK2OmnEypUkAX-H-cLz&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCqhwhuCSBgFZ-m--O2Zrd2w8I9zoEyO6ga5wsfqYhDEg&oe=64177C37&_nc_sid=035b3a,mikro
singi.vo,26139,mikro,TRUE,3169605,FALSE,4483,26073,930,https://www.tiktok.com/t/ZTdTb5g5V/,FALSE,None,"Good Hair Vibes only ⚡️(Sorry, client list closed)",S I N G I. V O,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/275975893_1424360634661555_3002907400822167732_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=7SQRfrLooLoAX_ow-Lj&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfAYWgHT5RqYVWRnp_iH4I1lnRmsgqFXWZHuUhlNHVgcjQ&oe=6415B538&_nc_sid=035b3a,mikro
glamhairbymarie,26033,mikro,TRUE,54948616,FALSE,2179,26618,2142,None,FALSE,None,Owner @flawless_beauty_cle \n🌎Cleveland to Tampa\n🌱Trionics Ambassador \n🔗Olaplex Advocate,"Marie Negron 🇵🇷 blonde specialist,",FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/322661628_707946757377676_6951170430302167192_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=SvOE3gepJ1UAX9WpuHb&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfBdrVcxjFBMFI_j_RHvWmduNdlnKamDCNTxiSc6-UtwPA&oe=6415D60B&_nc_sid=035b3a,mikro
franvphillips,23304,mikro,TRUE,19395931,FALSE,220,23924,1496,http://www.thenaturaledit.com/,FALSE,None,Model/Registered Nutritionist/Writer\n💌 hello@thenaturaledit.com,Frances Phillips,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/154777205_863827127794993_7993230393572243756_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=7BQiLwSbOo8AX8NZMMW&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfDBzOBXFJ97sEXwSWdmmXQ-DNqcM7codLehx7YXQyiGCA&oe=64163F24&_nc_sid=035b3a,mikro
vixenblvd,21216,mikro,TRUE,12248721873,FALSE,66,20944,7,http://shopvixenblvd.com/,TRUE,Food & Personal Goods,USA based online boutique \nFast Shipping! 3-5 Days\nɴᴏ ʀᴇꜰᴜɴᴅꜱ ᴏʀ ᴇxᴄʜᴀɴɢᴇꜱ \nTag us to be featured 📸,𝓥𝓲𝔁𝓮𝓷 𝓑𝓵𝓿𝓭,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/279598625_702842847835454_7922102158089908342_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=102&_nc_ohc=WbC3EzfbICMAX_gHTbS&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfBldjHwACfD_bukJcZwlM730tHzmM_nkGeKbCZrtxIQWA&oe=6415EBA3&_nc_sid=035b3a,mikro
ibanghair,19405,mikro,TRUE,196522971,FALSE,259,19394,4399,http://www.instagram.com/ibanghair_igmagazine/,FALSE,None,A Healer & A Goddess 🎨\nMy Hair Page @ibanghair_igmagazine \n@amyiasalayah👸🏾 @trappfr35h 🤴🏽💍 🎤 \n @vudaace 🩸🎤 #moparnation,🦄Tiana Lynn “Artist 11:11 🐼🇿🇦,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/297021896_144447424937766_7108469823535545985_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=f6P6r_yScgEAX9YoWOA&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfDg1RxJZ0zCm_eOnXYu3Zzd4GvZ2bOE3OzTXBm9aCZs2g&oe=64177110&_nc_sid=035b3a,mikro
lootypics,21019,mikro,TRUE,180279481,FALSE,1765,21093,7463,http://www.aubreyloots.com/,TRUE,Creators & Celebrities,Wella Global Top Artist - Living life as Gratitude and sharing it with the world through my craft #hairdresser  #wellahair,Aubrey Loots,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/255863699_483770506178347_4455369781973682194_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=oiCAinejl5oAX_3vLmi&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfAGtSi4QA1RN_bD64rjqHlqV2tYwHxcewG2Dl2S4tNcow&oe=64169F0C&_nc_sid=035b3a,mikro
honor_lamberty,21465,mikro,TRUE,523817707,FALSE,340,21382,679,https://depop.com/honor_lamberty,FALSE,None,𝓘𝓽’𝓼 𝓪𝓷 𝓗𝓸𝓷𝓸𝓻 ☆✭🤝🏻\n@atempo_mgmt \n*\n💒 Please exit through the gift shop: 💒,Honor Lamberty 🩹🎠🧸🎰,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/306093620_489851992706777_1664883857261388325_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=azAD-cddl5wAX-8PMSo&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfAB3iscFRu_w5nt3YhdBmNlFhZ5V1fXeAmkCqfpM6z11g&oe=64167AB8&_nc_sid=035b3a,mikro
noradababneh,23691,mikro,TRUE,221338914,FALSE,424,23635,952,https://mycrd.is/noradababneh,FALSE,None,"-Published: Modern Salon, Behind the Chair, Mane Addicts & Sophisticated Hairstyle magazines\n-CosmoProf Artist\n-Beauty Changes Lives Brand Ambassador",CHICAGO COLORIST : OLAPLEX,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/280419818_421881749777829_2480649917524668212_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=DQL8iu9DhB4AX-NCx5M&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfA9a7muQ5S0ZI-ZJxuHT9YhjuFfJV1Gfh__pTJz1APJLw&oe=641675FC&_nc_sid=035b3a,mikro
beautybyhermosa,20504,mikro,TRUE,1724973491,FALSE,1700,20458,3115,http://www.ariadesignerhair.com/,FALSE,None,Artist 🎨💄\nEmail for Business Inquiries Only \n𝑀𝑦 𝑁𝑒𝑤 𝐿𝑢𝑥𝑢𝑟𝑦 𝑊𝑖𝑔 𝐿𝑖𝑛𝑒 @ariadesignerhair,Hermosa Lynn,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/298008993_843623533691050_5152627600765014093_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=5Cf0amvDC6UAX9aMIBt&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfB2d8kkUwbao4N4DOqaAjzte8U0uvUbjIsmPTv34VSqpQ&oe=64165FC9&_nc_sid=035b3a,mikro
hairbyshaylee,19912,mikro,TRUE,306601172,FALSE,2129,19884,7494,https://hairbyshaylee.com/services,TRUE,General Interest,Blonde-Brunette-Balayage-Extensions\nPrivate Studio in Hermosa Beach\n11 years at @ninezeroone\nBy Appointment Only hairbyshayleeblatz@gmail.com,"Shaylee Eldridge, Hairstylist",FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/141131735_719123112075877_4172663333064681432_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=zqHVbudMIisAX80Y0tL&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfCZ7OrLorbx83pnHiV833-PQLTYW7m5Nx7FPny9zxcYCQ&oe=6415E625&_nc_sid=035b3a,mikro
bargain.hunting.blonde,19468,mikro,TRUE,3601635669,FALSE,1264,19438,3767,https://bit.ly/3gMdDEq,FALSE,None,Luxury Loving Attorney! Deals in stories!🛍\n📍Bay Area\n💌:bargain.hunting.blonde@gmail.com,Sam N | Silicon Valley Blogger,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/125987707_424989461863929_8253978034268051710_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=fILxWY89Lf8AX-XwpCc&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfC2pylImlBQ-B0ADggLvXe9viHMNxAhL4uJy46r7t8mCw&oe=641696E6&_nc_sid=035b3a,mikro
leighalane,24548,mikro,TRUE,4016749,FALSE,620,24492,2768,None,FALSE,None,BALAYAGE BARISTA⁣⁣☕️⁣⁣\n▫️ATL @sirenesalon ⁣⁣⁣\n▫️SYR @theemersonofficial \n▫️Modern Salon Artist Connective,L E i G H A 🦄 LA N E,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/33817140_1244475489017393_5993579651287482368_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=rlhTSsSdUfwAX-B-LqI&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfB1uzRaW8DsxuBckN_yaQj9MdPCSAZDcR8ev_QKDu2Q7Q&oe=6415C6B6&_nc_sid=035b3a,mikro
shanellcedeno,19246,mikro,TRUE,258919642,FALSE,405,19197,948,http://www.beautifulyousis.com/,FALSE,None,Shanell Cedeño \nCreator | Owner \n@beautifulyousis \nHair Extensions Specialist \nLived In Blonding Artist,San Diego Hair Extensions,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/329362892_207293838497851_1640576424232831263_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=vnzlUM5UNGQAX8HvmOS&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfAEAN2NBdI-RrY-FpV7TGCT5pBlAiQUKcckZMTYMspQLg&oe=6416A732&_nc_sid=035b3a,mikro
lyndseyteresehair,22244,mikro,TRUE,192974235,FALSE,480,22204,1062,None,FALSE,None,ʟos ᴀɴɢᴇʟᴇs\nIASTE HAIRSTYLIST GUILD Local 706⚡️,ʟʏɴᴅsᴇʏ ᴛᴇʀᴇsᴇ ♡,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/228240090_977733746134837_4674010609104817740_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=M2lMeowYQ7wAX88jzpV&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfDLg7WS8A_t3vUe62mORDdiDDPwF5y1-5OQwtFBWwX6RA&oe=6415E816&_nc_sid=035b3a,mikro
